new_seg_id,seg_id,deb,clip,st_frm,st_sec,fid,ed_vote,change,side,fold,dur_sec
1365,1273,150801,140,156,78,1,0.79,0.45,0,8,197
1366,1274,150801,140,181,90.5,1,0.79,0.45,0,8,197
1367,1275,150801,140,213,106.5,1,0.79,0.45,0,8,197
1368,1276,150801,140,243,121.5,1,0.79,0.45,0,8,197
1369,1277,150801,140,266,133,1,0.79,0.45,0,8,197
1370,1278,150801,140,297,148.5,1,0.79,0.45,0,8,197
1371,1279,150801,140,323,161.5,1,0.79,0.45,0,8,197
1372,1280,150801,140,349,174.5,1,0.79,0.45,0,8,197
1373,2342,150801,140,384,192,1,0.79,0.45,0,8,197
1374,2343,150801,141,18,9,2,0.65,0.44,1,8,218
1375,1281,150801,141,25,12.5,2,0.65,0.44,1,8,218
1376,1282,150801,141,58,29,2,0.65,0.44,1,8,218
1377,1283,150801,141,88,44,2,0.65,0.44,1,8,218
1378,1284,150801,141,124,62,2,0.65,0.44,1,8,218
1379,1285,150801,141,156,78,2,0.65,0.44,1,8,218
1380,1286,150801,141,190,95,2,0.65,0.44,1,8,218
1381,1288,150801,141,244,122,2,0.65,0.44,1,8,218
1382,1289,150801,141,278,139,2,0.65,0.44,1,8,218
1383,1290,150801,141,307,153.5,2,0.65,0.44,1,8,218
1384,1291,150801,141,336,168,2,0.65,0.44,1,8,218
1385,1292,150801,141,368,184,2,0.65,0.44,1,8,218
1386,1293,150801,141,397,198.5,2,0.65,0.44,1,8,218
1387,1294,150801,142,26,13,3,0.79,0.31,0,8,188
1388,1295,150801,142,55,27.5,3,0.79,0.31,0,8,188
1389,1296,150801,142,85,42.5,3,0.79,0.31,0,8,188
1390,1297,150801,142,118,59,3,0.79,0.31,0,8,188
1391,1298,150801,142,147,73.5,3,0.79,0.31,0,8,188
1392,1299,150801,142,183,91.5,3,0.79,0.31,0,8,188
1393,1300,150801,142,209,104.5,3,0.79,0.31,0,8,188
1394,1301,150801,142,240,120,3,0.79,0.31,0,8,188
1395,1302,150801,142,269,134.5,3,0.79,0.31,0,8,188
1396,1303,150801,142,301,150.5,3,0.79,0.31,0,8,188
1397,1304,150801,142,335,167.5,3,0.79,0.31,0,8,188
1398,2346,150801,142,367,183.5,3,0.79,0.31,0,8,188
1399,1305,150801,143,21,10.5,4,0.67,0.21,1,8,232
1400,1306,150801,143,51,25.5,4,0.67,0.21,1,8,232
1401,1307,150801,143,73,36.5,4,0.67,0.21,1,8,232
1402,1308,150801,143,106,53,4,0.67,0.21,1,8,232
1403,1309,150801,143,139,69.5,4,0.67,0.21,1,8,232
1404,1310,150801,143,164,82,4,0.67,0.21,1,8,232
1405,1311,150801,143,196,98,4,0.67,0.21,1,8,232
1406,1312,150801,143,227,113.5,4,0.67,0.21,1,8,232
1407,1313,150801,143,256,128,4,0.67,0.21,1,8,232
1408,1314,150801,143,290,145,4,0.67,0.21,1,8,232
1409,1315,150801,143,320,160,4,0.67,0.21,1,8,232
1410,1316,150801,143,350,175,4,0.67,0.21,1,8,232
1411,1317,150801,143,379,189.5,4,0.67,0.21,1,8,232
1412,1318,150801,143,407,203.5,4,0.67,0.21,1,8,232
1413,1319,150801,143,434,217,4,0.67,0.21,1,8,232
1414,1320,150801,144,4,2,5,0.44,0.11,0,8,241
1415,1321,150801,144,33,16.5,5,0.44,0.11,0,8,241
1416,1322,150801,144,65,32.5,5,0.44,0.11,0,8,241
1417,1323,150801,144,94,47,5,0.44,0.11,0,8,241
1418,1324,150801,144,123,61.5,5,0.44,0.11,0,8,241
1419,1325,150801,144,153,76.5,5,0.44,0.11,0,8,241
1420,1326,150801,144,183,91.5,5,0.44,0.11,0,8,241
1421,1327,150801,144,208,104,5,0.44,0.11,0,8,241
1422,1328,150801,144,240,120,5,0.44,0.11,0,8,241
1423,1329,150801,144,270,135,5,0.44,0.11,0,8,241
1424,1330,150801,144,298,149,5,0.44,0.11,0,8,241
1425,1331,150801,144,336,168,5,0.44,0.11,0,8,241
1426,1332,150801,144,369,184.5,5,0.44,0.11,0,8,241
1427,1333,150801,144,400,200,5,0.44,0.11,0,8,241
1428,1334,150801,144,425,212.5,5,0.44,0.11,0,8,241
1429,2348,150801,144,456,228,5,0.44,0.11,0,8,241
1430,2349,150801,145,10,5,4,0.62,0.11,1,8,98
1431,1335,150801,145,15,7.5,4,0.62,0.11,1,8,98
1432,1336,150801,145,49,24.5,4,0.62,0.11,1,8,98
1433,1337,150801,145,76,38,4,0.62,0.11,1,8,98
1434,1338,150801,145,108,54,4,0.62,0.11,1,8,98
1435,1339,150801,145,140,70,4,0.62,0.11,1,8,98
1436,2350,150801,145,174,87,4,0.62,0.11,1,8,98
1437,1340,150801,146,8,4,6,0.71,-0.01,0,8,140
1438,1341,150801,146,41,20.5,6,0.71,-0.01,0,8,140
1439,1342,150801,146,76,38,6,0.71,-0.01,0,8,140
1440,1343,150801,146,106,53,6,0.71,-0.01,0,8,140
1441,1344,150801,146,136,68,6,0.71,-0.01,0,8,140
1442,1345,150801,146,171,85.5,6,0.71,-0.01,0,8,140
1443,1346,150801,146,200,100,6,0.71,-0.01,0,8,140
1444,1347,150801,146,237,118.5,6,0.71,-0.01,0,8,140
1445,1348,150801,146,267,133.5,6,0.71,-0.01,0,8,140
1446,38,150807,148,2,1,0,0.68,0.26,0,4,161
1447,1349,150807,148,37,18.5,0,0.68,0.26,0,4,161
1448,1350,150807,148,72,36,0,0.68,0.26,0,4,161
1449,1351,150807,148,103,51.5,0,0.68,0.26,0,4,161
1450,1352,150807,148,138,69,0,0.68,0.26,0,4,161
1451,1353,150807,148,168,84,0,0.68,0.26,0,4,161
1452,1354,150807,148,199,99.5,0,0.68,0.26,0,4,161
1453,1355,150807,148,230,115,0,0.68,0.26,0,4,161
1454,1356,150807,148,259,129.5,0,0.68,0.26,0,4,161
1455,1357,150807,148,287,143.5,0,0.68,0.26,0,4,161
1456,2351,150807,149,24,12,1,0.74,0.42,1,4,248
1457,1358,150807,149,29,14.5,1,0.74,0.42,1,4,248
1458,1359,150807,149,57,28.5,1,0.74,0.42,1,4,248
1459,1360,150807,149,89,44.5,1,0.74,0.42,1,4,248
1460,1361,150807,149,119,59.5,1,0.74,0.42,1,4,248
1461,1362,150807,149,144,72,1,0.74,0.42,1,4,248
1462,1363,150807,149,172,86,1,0.74,0.42,1,4,248
1463,1364,150807,149,203,101.5,1,0.74,0.42,1,4,248
1464,1365,150807,149,233,116.5,1,0.74,0.42,1,4,248
1465,1366,150807,149,271,135.5,1,0.74,0.42,1,4,248
1466,1367,150807,149,302,151,1,0.74,0.42,1,4,248
1467,1368,150807,149,335,167.5,1,0.74,0.42,1,4,248
1468,1369,150807,149,363,181.5,1,0.74,0.42,1,4,248
1469,1370,150807,149,390,195,1,0.74,0.42,1,4,248
1470,1371,150807,149,425,212.5,1,0.74,0.42,1,4,248
1471,1372,150807,149,455,227.5,1,0.74,0.42,1,4,248
1472,1373,150807,150,23,11.5,2,0.7,0.39,0,4,185
1473,1374,150807,150,52,26,2,0.7,0.39,0,4,185
1474,1375,150807,150,91,45.5,2,0.7,0.39,0,4,185
1475,1376,150807,150,129,64.5,2,0.7,0.39,0,4,185
1476,1377,150807,150,162,81,2,0.7,0.39,0,4,185
1477,1378,150807,150,187,93.5,2,0.7,0.39,0,4,185
1478,1379,150807,150,226,113,2,0.7,0.39,0,4,185
1479,1380,150807,150,251,125.5,2,0.7,0.39,0,4,185
1480,1381,150807,150,279,139.5,2,0.7,0.39,0,4,185
1481,1382,150807,150,305,152.5,2,0.7,0.39,0,4,185
1482,1383,150807,150,335,167.5,2,0.7,0.39,0,4,185
1483,2354,150807,151,22,11,3,0.78,0.48,1,4,292
1484,1384,150807,151,30,15,3,0.78,0.48,1,4,292
1485,1385,150807,151,61,30.5,3,0.78,0.48,1,4,292
1486,1386,150807,151,92,46,3,0.78,0.48,1,4,292
1487,1387,150807,151,125,62.5,3,0.78,0.48,1,4,292
1488,1388,150807,151,158,79,3,0.78,0.48,1,4,292
1489,1389,150807,151,186,93,3,0.78,0.48,1,4,292
1490,1390,150807,151,225,112.5,3,0.78,0.48,1,4,292
1491,1391,150807,151,250,125,3,0.78,0.48,1,4,292
1492,1392,150807,151,276,138,3,0.78,0.48,1,4,292
1493,1393,150807,151,307,153.5,3,0.78,0.48,1,4,292
1494,1394,150807,151,340,170,3,0.78,0.48,1,4,292
1495,1395,150807,151,379,189.5,3,0.78,0.48,1,4,292
1496,1396,150807,151,413,206.5,3,0.78,0.48,1,4,292
1497,1397,150807,151,444,222,3,0.78,0.48,1,4,292
1498,1398,150807,151,467,233.5,3,0.78,0.48,1,4,292
1499,1399,150807,151,499,249.5,3,0.78,0.48,1,4,292
1500,1400,150807,151,524,262,3,0.78,0.48,1,4,292
1501,1401,150807,151,554,277,3,0.78,0.48,1,4,292
1502,1402,150807,152,3,1.5,4,0.49,0.27,0,4,192
1503,1403,150807,152,31,15.5,4,0.49,0.27,0,4,192
1504,1404,150807,152,67,33.5,4,0.49,0.27,0,4,192
1505,1405,150807,152,98,49,4,0.49,0.27,0,4,192
1506,1406,150807,152,138,69,4,0.49,0.27,0,4,192
1507,1407,150807,152,175,87.5,4,0.49,0.27,0,4,192
1508,1408,150807,152,207,103.5,4,0.49,0.27,0,4,192
1509,1409,150807,152,238,119,4,0.49,0.27,0,4,192
1510,1410,150807,152,269,134.5,4,0.49,0.27,0,4,192
1511,1411,150807,152,302,151,4,0.49,0.27,0,4,192
1512,1412,150807,152,328,164,4,0.49,0.27,0,4,192
1513,2143,150807,153,5,2.5,5,0.52,0.01,1,4,85
1514,1413,150807,153,14,7,5,0.52,0.01,1,4,85
1515,1414,150807,153,43,21.5,5,0.52,0.01,1,4,85
1516,1415,150807,153,72,36,5,0.52,0.01,1,4,85
1517,1416,150807,153,108,54,5,0.52,0.01,1,4,85
1518,1417,150807,153,133,66.5,5,0.52,0.01,1,4,85
1519,2144,150807,153,162,81,5,0.52,0.01,1,4,85
1520,2145,150807,154,20,10,6,0.47,-0.01,0,4,92
1521,1418,150807,154,27,13.5,6,0.47,-0.01,0,4,92
1522,1419,150807,154,56,28,6,0.47,-0.01,0,4,92
1523,1420,150807,154,89,44.5,6,0.47,-0.01,0,4,92
1524,1421,150807,154,115,57.5,6,0.47,-0.01,0,4,92
1525,1422,150807,154,140,70,6,0.47,-0.01,0,4,92
1526,2146,150807,154,171,85.5,6,0.47,-0.01,0,4,92
1527,1423,150807,155,18,9,7,0.61,0.08,1,4,54
1528,1424,150807,155,47,23.5,7,0.61,0.08,1,4,54
1529,1425,150807,155,77,38.5,7,0.61,0.08,1,4,54
1530,39,150808,157,2,1,0,0.51,0.03,1,7,160
1531,1426,150808,157,33,16.5,0,0.51,0.03,1,7,160
1532,1427,150808,157,74,37,0,0.51,0.03,1,7,160
1533,1428,150808,157,112,56,0,0.51,0.03,1,7,160
1534,1429,150808,157,145,72.5,0,0.51,0.03,1,7,160
1535,1430,150808,157,171,85.5,0,0.51,0.03,1,7,160
1536,1431,150808,157,199,99.5,0,0.51,0.03,1,7,160
1537,1432,150808,157,229,114.5,0,0.51,0.03,1,7,160
1538,1433,150808,157,259,129.5,0,0.51,0.03,1,7,160
1539,1434,150808,157,291,145.5,0,0.51,0.03,1,7,160
1540,1435,150808,158,2,1,1,0.75,0.26,0,7,270
1541,1436,150808,158,35,17.5,1,0.75,0.26,0,7,270
1542,1437,150808,158,68,34,1,0.75,0.26,0,7,270
1543,1438,150808,158,100,50,1,0.75,0.26,0,7,270
1544,1439,150808,158,129,64.5,1,0.75,0.26,0,7,270
1545,1440,150808,158,161,80.5,1,0.75,0.26,0,7,270
1546,1441,150808,158,193,96.5,1,0.75,0.26,0,7,270
1547,1442,150808,158,227,113.5,1,0.75,0.26,0,7,270
1548,1443,150808,158,264,132,1,0.75,0.26,0,7,270
1549,1444,150808,158,296,148,1,0.75,0.26,0,7,270
1550,1445,150808,158,334,167,1,0.75,0.26,0,7,270
1551,1446,150808,158,364,182,1,0.75,0.26,0,7,270
1552,1447,150808,158,391,195.5,1,0.75,0.26,0,7,270
1553,1448,150808,158,426,213,1,0.75,0.26,0,7,270
1554,1449,150808,158,459,229.5,1,0.75,0.26,0,7,270
1555,1450,150808,158,490,245,1,0.75,0.26,0,7,270
1556,2148,150808,158,516,258,1,0.75,0.26,0,7,270
1557,1451,150808,159,9,4.5,2,0.73,0.48,1,7,283
1558,1452,150808,159,42,21,2,0.73,0.48,1,7,283
1559,1453,150808,159,72,36,2,0.73,0.48,1,7,283
1560,1454,150808,159,101,50.5,2,0.73,0.48,1,7,283
1561,1455,150808,159,129,64.5,2,0.73,0.48,1,7,283
1562,1456,150808,159,159,79.5,2,0.73,0.48,1,7,283
1563,1457,150808,159,191,95.5,2,0.73,0.48,1,7,283
1564,1458,150808,159,223,111.5,2,0.73,0.48,1,7,283
1565,1459,150808,159,251,125.5,2,0.73,0.48,1,7,283
1566,1460,150808,159,276,138,2,0.73,0.48,1,7,283
1567,1461,150808,159,312,156,2,0.73,0.48,1,7,283
1568,1462,150808,159,343,171.5,2,0.73,0.48,1,7,283
1569,1463,150808,159,376,188,2,0.73,0.48,1,7,283
1570,1464,150808,159,411,205.5,2,0.73,0.48,1,7,283
1571,1465,150808,159,439,219.5,2,0.73,0.48,1,7,283
1572,1466,150808,159,468,234,2,0.73,0.48,1,7,283
1573,1467,150808,159,495,247.5,2,0.73,0.48,1,7,283
1574,1468,150808,159,527,263.5,2,0.73,0.48,1,7,283
1575,2149,150808,159,558,279,2,0.73,0.48,1,7,283
1576,2150,150808,160,25,12.5,3,0.63,0.13,0,7,165
1577,1469,150808,160,31,15.5,3,0.63,0.13,0,7,165
1578,1470,150808,160,61,30.5,3,0.63,0.13,0,7,165
1579,1471,150808,160,98,49,3,0.63,0.13,0,7,165
1580,1472,150808,160,131,65.5,3,0.63,0.13,0,7,165
1581,1473,150808,160,160,80,3,0.63,0.13,0,7,165
1582,1474,150808,160,189,94.5,3,0.63,0.13,0,7,165
1583,1475,150808,160,222,111,3,0.63,0.13,0,7,165
1584,1476,150808,160,254,127,3,0.63,0.13,0,7,165
1585,1477,150808,160,292,146,3,0.63,0.13,0,7,165
1586,2151,150808,160,321,160.5,3,0.63,0.13,0,7,165
1587,1478,150808,161,27,13.5,4,0.62,0.25,1,7,347
1588,1479,150808,161,58,29,4,0.62,0.25,1,7,347
1589,1480,150808,161,87,43.5,4,0.62,0.25,1,7,347
1590,1481,150808,161,114,57,4,0.62,0.25,1,7,347
1591,1482,150808,161,143,71.5,4,0.62,0.25,1,7,347
1592,1483,150808,161,170,85,4,0.62,0.25,1,7,347
1593,1484,150808,161,203,101.5,4,0.62,0.25,1,7,347
1594,1485,150808,161,230,115,4,0.62,0.25,1,7,347
1595,1486,150808,161,260,130,4,0.62,0.25,1,7,347
1596,1487,150808,161,290,145,4,0.62,0.25,1,7,347
1597,1488,150808,161,321,160.5,4,0.62,0.25,1,7,347
1598,1489,150808,161,349,174.5,4,0.62,0.25,1,7,347
1599,1490,150808,161,384,192,4,0.62,0.25,1,7,347
1600,1491,150808,161,410,205,4,0.62,0.25,1,7,347
1601,1492,150808,161,434,217,4,0.62,0.25,1,7,347
1602,1493,150808,161,467,233.5,4,0.62,0.25,1,7,347
1603,1494,150808,161,495,247.5,4,0.62,0.25,1,7,347
1604,1495,150808,161,531,265.5,4,0.62,0.25,1,7,347
1605,1496,150808,161,561,280.5,4,0.62,0.25,1,7,347
1606,1497,150808,161,594,297,4,0.62,0.25,1,7,347
1607,1498,150808,161,625,312.5,4,0.62,0.25,1,7,347
1608,1499,150808,161,658,329,4,0.62,0.25,1,7,347
1609,2152,150808,162,23,11.5,5,0.74,0.36,0,7,324
1610,1500,150808,162,27,13.5,5,0.74,0.36,0,7,324
1611,1501,150808,162,60,30,5,0.74,0.36,0,7,324
1612,1502,150808,162,92,46,5,0.74,0.36,0,7,324
1613,1503,150808,162,125,62.5,5,0.74,0.36,0,7,324
1614,1504,150808,162,161,80.5,5,0.74,0.36,0,7,324
1615,1507,150808,162,258,129,5,0.74,0.36,0,7,324
1616,1508,150808,162,290,145,5,0.74,0.36,0,7,324
1617,1509,150808,162,317,158.5,5,0.74,0.36,0,7,324
1618,1510,150808,162,347,173.5,5,0.74,0.36,0,7,324
1619,1511,150808,162,379,189.5,5,0.74,0.36,0,7,324
1620,1512,150808,162,414,207,5,0.74,0.36,0,7,324
1621,1513,150808,162,447,223.5,5,0.74,0.36,0,7,324
1622,1514,150808,162,480,240,5,0.74,0.36,0,7,324
1623,1515,150808,162,510,255,5,0.74,0.36,0,7,324
1624,1516,150808,162,542,271,5,0.74,0.36,0,7,324
1625,1517,150808,162,568,284,5,0.74,0.36,0,7,324
1626,1518,150808,162,596,298,5,0.74,0.36,0,7,324
1627,2153,150808,162,624,312,5,0.74,0.36,0,7,324
1628,2154,150808,163,7,3.5,6,0.31,0.05,1,7,58
1629,1519,150808,163,11,5.5,6,0.31,0.05,1,7,58
1630,1520,150808,163,45,22.5,6,0.31,0.05,1,7,58
1631,1521,150808,163,73,36.5,6,0.31,0.05,1,7,58
1632,2155,150808,163,106,53,6,0.31,0.05,1,7,58
1633,2156,150808,164,14,7,7,0.72,0.03,0,7,89
1634,1522,150808,164,18,9,7,0.72,0.03,0,7,89
1635,1523,150808,164,47,23.5,7,0.72,0.03,0,7,89
1636,1524,150808,164,84,42,7,0.72,0.03,0,7,89
1637,1525,150808,164,121,60.5,7,0.72,0.03,0,7,89
1638,2157,150808,164,153,76.5,7,0.72,0.03,0,7,89
1639,1526,150808,165,6,3,8,0.34,0.04,1,7,73
1640,1527,150808,165,34,17,8,0.34,0.04,1,7,73
1641,1528,150808,165,73,36.5,8,0.34,0.04,1,7,73
1642,1529,150808,165,105,52.5,8,0.34,0.04,1,7,73
1643,2158,150808,165,138,69,8,0.34,0.04,1,7,73
1644,2159,150808,166,17,8.5,9,0.62,-0.04,0,7,83
1645,1530,150808,166,23,11.5,9,0.62,-0.04,0,7,83
1646,1531,150808,166,56,28,9,0.62,-0.04,0,7,83
1647,1532,150808,166,90,45,9,0.62,-0.04,0,7,83
1648,1533,150808,166,124,62,9,0.62,-0.04,0,7,83
1649,1534,150808,166,153,76.5,9,0.62,-0.04,0,7,83
1650,40,150821,168,4,2,0,0.41,-0.06,1,7,215
1651,1535,150821,168,30,15,0,0.41,-0.06,1,7,215
1652,1537,150821,168,95,47.5,0,0.41,-0.06,1,7,215
1653,1538,150821,168,135,67.5,0,0.41,-0.06,1,7,215
1654,1539,150821,168,168,84,0,0.41,-0.06,1,7,215
1655,1540,150821,168,199,99.5,0,0.41,-0.06,1,7,215
1656,1541,150821,168,228,114,0,0.41,-0.06,1,7,215
1657,1542,150821,168,261,130.5,0,0.41,-0.06,1,7,215
1658,1543,150821,168,290,145,0,0.41,-0.06,1,7,215
1659,1544,150821,168,319,159.5,0,0.41,-0.06,1,7,215
1660,1545,150821,168,351,175.5,0,0.41,-0.06,1,7,215
1661,1546,150821,168,379,189.5,0,0.41,-0.06,1,7,215
1662,2160,150821,168,408,204,0,0.41,-0.06,1,7,215
1663,1547,150821,169,8,4,1,0.49,-0.04,0,7,174
1664,1548,150821,169,40,20,1,0.49,-0.04,0,7,174
1665,1549,150821,169,73,36.5,1,0.49,-0.04,0,7,174
1666,1550,150821,169,101,50.5,1,0.49,-0.04,0,7,174
1667,1551,150821,169,133,66.5,1,0.49,-0.04,0,7,174
1668,1552,150821,169,158,79,1,0.49,-0.04,0,7,174
1669,1553,150821,169,193,96.5,1,0.49,-0.04,0,7,174
1670,1554,150821,169,226,113,1,0.49,-0.04,0,7,174
1671,1555,150821,169,254,127,1,0.49,-0.04,0,7,174
1672,1556,150821,169,285,142.5,1,0.49,-0.04,0,7,174
1673,1557,150821,169,315,157.5,1,0.49,-0.04,0,7,174
1674,1558,150821,170,30,15,4,0.83,0.08,1,7,212
1675,1559,150821,170,62,31,4,0.83,0.08,1,7,212
1676,1560,150821,170,99,49.5,4,0.83,0.08,1,7,212
1677,1563,150821,170,189,94.5,4,0.83,0.08,1,7,212
1678,1565,150821,170,250,125,4,0.83,0.08,1,7,212
1679,1566,150821,170,277,138.5,4,0.83,0.08,1,7,212
1680,1567,150821,170,311,155.5,4,0.83,0.08,1,7,212
1681,1569,150821,170,369,184.5,4,0.83,0.08,1,7,212
1682,2163,150821,171,7,3.5,2,0.67,0.5,0,7,261
1683,1570,150821,171,12,6,2,0.67,0.5,0,7,261
1684,1571,150821,171,40,20,2,0.67,0.5,0,7,261
1685,1572,150821,171,69,34.5,2,0.67,0.5,0,7,261
1686,1573,150821,171,97,48.5,2,0.67,0.5,0,7,261
1687,1574,150821,171,129,64.5,2,0.67,0.5,0,7,261
1688,1575,150821,171,168,84,2,0.67,0.5,0,7,261
1689,1576,150821,171,200,100,2,0.67,0.5,0,7,261
1690,1577,150821,171,230,115,2,0.67,0.5,0,7,261
1691,1578,150821,171,256,128,2,0.67,0.5,0,7,261
1692,1579,150821,171,284,142,2,0.67,0.5,0,7,261
1693,1580,150821,171,316,158,2,0.67,0.5,0,7,261
1694,1581,150821,171,347,173.5,2,0.67,0.5,0,7,261
1695,1582,150821,171,377,188.5,2,0.67,0.5,0,7,261
1696,1583,150821,171,402,201,2,0.67,0.5,0,7,261
1697,1584,150821,171,433,216.5,2,0.67,0.5,0,7,261
1698,1585,150821,171,462,231,2,0.67,0.5,0,7,261
1699,1586,150821,171,490,245,2,0.67,0.5,0,7,261
1700,1588,150821,172,30,15,3,0.51,0.18,1,7,191
1701,1589,150821,172,70,35,3,0.51,0.18,1,7,191
1702,1592,150821,172,158,79,3,0.51,0.18,1,7,191
1703,1594,150821,172,217,108.5,3,0.51,0.18,1,7,191
1704,1595,150821,172,244,122,3,0.51,0.18,1,7,191
1705,1599,150821,173,14,7,5,0.8,0.31,0,7,238
1706,1600,150821,173,50,25,5,0.8,0.31,0,7,238
1707,1601,150821,173,86,43,5,0.8,0.31,0,7,238
1708,1602,150821,173,121,60.5,5,0.8,0.31,0,7,238
1709,1603,150821,173,157,78.5,5,0.8,0.31,0,7,238
1710,1604,150821,173,190,95,5,0.8,0.31,0,7,238
1711,1605,150821,173,223,111.5,5,0.8,0.31,0,7,238
1712,1606,150821,173,251,125.5,5,0.8,0.31,0,7,238
1713,1607,150821,173,281,140.5,5,0.8,0.31,0,7,238
1714,1608,150821,173,306,153,5,0.8,0.31,0,7,238
1715,1609,150821,173,337,168.5,5,0.8,0.31,0,7,238
1716,1610,150821,173,371,185.5,5,0.8,0.31,0,7,238
1717,1611,150821,173,399,199.5,5,0.8,0.31,0,7,238
1718,1612,150821,173,433,216.5,5,0.8,0.31,0,7,238
1719,2166,150821,173,466,233,5,0.8,0.31,0,7,238
1720,2167,150821,174,15,7.5,6,0.73,0.53,1,7,191
1721,1613,150821,174,22,11,6,0.73,0.53,1,7,191
1722,1614,150821,174,50,25,6,0.73,0.53,1,7,191
1723,1615,150821,174,88,44,6,0.73,0.53,1,7,191
1724,1616,150821,174,128,64,6,0.73,0.53,1,7,191
1725,1617,150821,174,156,78,6,0.73,0.53,1,7,191
1726,1618,150821,174,184,92,6,0.73,0.53,1,7,191
1727,1619,150821,174,213,106.5,6,0.73,0.53,1,7,191
1728,1620,150821,174,246,123,6,0.73,0.53,1,7,191
1729,1621,150821,174,281,140.5,6,0.73,0.53,1,7,191
1730,1622,150821,174,308,154,6,0.73,0.53,1,7,191
1731,1623,150821,174,340,170,6,0.73,0.53,1,7,191
1732,2168,150821,174,369,184.5,6,0.73,0.53,1,7,191
1733,2169,150821,175,15,7.5,7,0.49,0.22,0,7,180
1734,1624,150821,175,21,10.5,7,0.49,0.22,0,7,180
1735,1625,150821,175,55,27.5,7,0.49,0.22,0,7,180
1736,1626,150821,175,90,45,7,0.49,0.22,0,7,180
1737,1627,150821,175,117,58.5,7,0.49,0.22,0,7,180
1738,1628,150821,175,148,74,7,0.49,0.22,0,7,180
1739,1629,150821,175,187,93.5,7,0.49,0.22,0,7,180
1740,1630,150821,175,217,108.5,7,0.49,0.22,0,7,180
1741,1631,150821,175,244,122,7,0.49,0.22,0,7,180
1742,1632,150821,175,267,133.5,7,0.49,0.22,0,7,180
1743,1633,150821,175,301,150.5,7,0.49,0.22,0,7,180
1744,1634,150821,175,331,165.5,7,0.49,0.22,0,7,180
1745,41,150822,177,3,1.5,0,0.44,0.02,1,3,220
1746,1635,150822,177,28,14,0,0.44,0.02,1,3,220
1747,1636,150822,177,57,28.5,0,0.44,0.02,1,3,220
1748,1637,150822,177,88,44,0,0.44,0.02,1,3,220
1749,1638,150822,177,126,63,0,0.44,0.02,1,3,220
1750,1639,150822,177,157,78.5,0,0.44,0.02,1,3,220
1751,1640,150822,177,190,95,0,0.44,0.02,1,3,220
1752,1641,150822,177,221,110.5,0,0.44,0.02,1,3,220
1753,1642,150822,177,254,127,0,0.44,0.02,1,3,220
1754,1643,150822,177,280,140,0,0.44,0.02,1,3,220
1755,1644,150822,177,312,156,0,0.44,0.02,1,3,220
1756,1645,150822,177,339,169.5,0,0.44,0.02,1,3,220
1757,1646,150822,177,369,184.5,0,0.44,0.02,1,3,220
1758,1647,150822,177,395,197.5,0,0.44,0.02,1,3,220
1759,2170,150822,177,430,215,0,0.44,0.02,1,3,220
1760,1648,150822,178,24,12,1,0.79,0.07,0,3,156
1761,1649,150822,178,52,26,1,0.79,0.07,0,3,156
1762,1650,150822,178,78,39,1,0.79,0.07,0,3,156
1763,1651,150822,178,104,52,1,0.79,0.07,0,3,156
1764,1652,150822,178,133,66.5,1,0.79,0.07,0,3,156
1765,1653,150822,178,163,81.5,1,0.79,0.07,0,3,156
1766,1654,150822,178,185,92.5,1,0.79,0.07,0,3,156
1767,1655,150822,178,215,107.5,1,0.79,0.07,0,3,156
1768,1656,150822,178,241,120.5,1,0.79,0.07,0,3,156
1769,1657,150822,178,276,138,1,0.79,0.07,0,3,156
1770,2173,150822,179,19,9.5,2,0.7,0.39,1,3,241
1771,1658,150822,179,24,12,2,0.7,0.39,1,3,241
1772,1659,150822,179,49,24.5,2,0.7,0.39,1,3,241
1773,1660,150822,179,74,37,2,0.7,0.39,1,3,241
1774,1661,150822,179,104,52,2,0.7,0.39,1,3,241
1775,1662,150822,179,128,64,2,0.7,0.39,1,3,241
1776,1663,150822,179,155,77.5,2,0.7,0.39,1,3,241
1777,1664,150822,179,193,96.5,2,0.7,0.39,1,3,241
1778,1665,150822,179,224,112,2,0.7,0.39,1,3,241
1779,1666,150822,179,254,127,2,0.7,0.39,1,3,241
1780,1667,150822,179,285,142.5,2,0.7,0.39,1,3,241
1781,1668,150822,179,326,163,2,0.7,0.39,1,3,241
1782,1669,150822,179,358,179,2,0.7,0.39,1,3,241
1783,1670,150822,179,386,193,2,0.7,0.39,1,3,241
1784,1671,150822,179,415,207.5,2,0.7,0.39,1,3,241
1785,1672,150822,179,447,223.5,2,0.7,0.39,1,3,241
1786,2174,150822,179,472,236,2,0.7,0.39,1,3,241
1787,2175,150822,180,16,8,3,0.45,0.15,0,3,183
1788,1673,150822,180,22,11,3,0.45,0.15,0,3,183
1789,1674,150822,180,48,24,3,0.45,0.15,0,3,183
1790,1675,150822,180,85,42.5,3,0.45,0.15,0,3,183
1791,1676,150822,180,112,56,3,0.45,0.15,0,3,183
1792,1677,150822,180,145,72.5,3,0.45,0.15,0,3,183
1793,1678,150822,180,176,88,3,0.45,0.15,0,3,183
1794,1679,150822,180,201,100.5,3,0.45,0.15,0,3,183
1795,1680,150822,180,232,116,3,0.45,0.15,0,3,183
1796,1681,150822,180,263,131.5,3,0.45,0.15,0,3,183
1797,1682,150822,180,290,145,3,0.45,0.15,0,3,183
1798,1683,150822,180,315,157.5,3,0.45,0.15,0,3,183
